Age,Gender,Weight_kg,Height_m,Max_BPM,Avg_BPM,Resting_BPM,Session_Duration_hours,Calories_Burned,Fat_Percentage,Water_Intake_liters,Workout_Frequency_days/week,Experience_Level,BMI,Daily_meals_frequency,Physical_exercise,Carbs,Proteins,Fats,Calories,meal_name,meal_type,diet_type,sugar_g,sodium_mg,cholesterol_mg,serving_size_g,cooking_method,prep_time_min,cook_time_min,rating,Name_of_Exercise,Sets,Reps,Benefit,Burns_Calories_per_30_min,Target_Muscle_Group,Equipment_Needed,Difficulty_Level,Body_Part,Type_of_Muscle,Workout,BMI_calc,cal_from_macros,pct_carbs,protein_per_kg,pct_HRR,pct_maxHR,cal_balance,lean_mass_kg,expected_burn,Burns_Calories_per_30_min_bc,Burns_Calories_Bin
40.89,Female,82.98,1.79,184.98,139.34,60.83,1.67,1734.13,25.714633246409896,3.48,4.0,2.98,25.9,2.99,-0.03,234.28,93.22,61.85,2279.0,Other,Lunch,Balanced,8.71,2075.83,61.26,188.82,Steamed,44.58,30.17,2.32,Bear Crawls,4.99,14.95,Builds shoulder width,347.36,"Core, Obliques",Bench or Sturdy Surface,Advanced,Back,Lower Chest,Donkey kicks,25.89806810024656,1866.65,0.5020330538665524,1.123403229693902,0.6323801852597665,0.7532706238512272,544.8699999999999,61.641997332129066,1160.1824,8.13046706548154e+19,Medium
33.17,Female,78.28,1.71,187.02,135.61,58.06,1.08,950.4,23.72314751795372,2.11,3.0,1.0,26.77,2.01,1.97,350.34,139.55,92.81,2362.0,Other,Dinner,Balanced,15.48,1589.45,81.69,236.98,Steamed,53.14,85.6,1.21,Windshield Wipers,4.0,18.9,Builds chest strength,364.88,"Rear Deltoids, Upper Back",Resistance Band or Cable Machine,Intermediate,Abs,Upper,Chest flyes,26.77063027940221,2794.85,0.5014079467592178,1.7827031170158407,0.6013492555831266,0.7251096139450327,1411.6,59.70952012294583,788.1408,1.2152998152509502e+20,Very High
41.01,Female,61.78,1.64,165.67,131.44,67.9,1.93,2005.66,20.14980005863196,2.7,3.98,2.99,22.97,1.99,0.01,218.7,88.31,58.33,1882.0,Other,Dinner,Paleo,16.73,1083.23,154.16,262.75,Roasted,20.73,78.27,4.45,Frog Jumps,4.99,25.06,Improves balance and coordination,351.89,"Full Body, Core, Shoulders",Kettlebell,Beginner,Back,Middle,Triceps pushdowns,22.96995835812017,1753.01,0.4990273871797651,1.429426999028812,0.649892605093587,0.7933844389448905,-123.66000000000008,49.33145352377718,1358.2954,9.038151103082188e+19,High
30.62,Female,79.73,1.54,184.09,143.62,58.88,1.02,979.2,35.0,2.32,3.99,2.0,33.62,2.99,0.01,301.59,121.29,80.67,2136.0,Other,Lunch,Low-Carb,13.82,2457.77,17.85,287.06,Raw,34.16,23.79,3.92,Kettlebell Swings,4.01,10.06,Improves shoulder mobility and posture,329.14,"Obliques, Core",Barbell,Advanced,Back,Posterior,Leg curls,33.61865407319953,2417.55,0.4990010547868709,1.521259249968644,0.6767830045523521,0.7801618773426042,1156.8,51.82450000000001,671.4456,5.236033744517017e+19,Low
35.81,Female,57.9,1.77,176.04,147.29,63.13,1.66,1727.73,21.916340016822502,2.69,3.97,3.01,18.48,2.98,-0.01,204.28,81.25,54.01,1732.0,Other,Snack,Low-Carb,39.62,1013.82,278.37,306.28,Steamed,55.36,34.87,3.74,Lat Pulldowns,4.0,20.93,Improves back strength and posture,359.03,"Core, Shoulders, Hips",Bench or Chair,Beginner,Back,Triceps,Cable crossovers,18.48127932586421,1628.2099999999998,0.5018517267428649,1.4032815198618307,0.7453724205119121,0.8366848443535561,4.269999999999982,45.21043913025977,1191.9796,1.0649808991667972e+20,High
30.03,Female,78.37,1.77,166.02,129.91,61.98,1.4,1342.88,27.420428089589823,2.6,3.99,1.99,25.02,4.02,0.02,286.21,114.83,76.47,2233.0,Other,Lunch,Balanced,35.17,1157.19,248.8,359.68,Grilled,30.01,14.84,3.13,Reverse Lunges,5.0,15.03,Improves hip power and cardiovascular fitness,351.35,"Biceps, Forearms",Resistance Band or Cable Machine,Advanced,Abs,Lats,Skull crushers,25.015161671294965,2292.39,0.4994089138410131,1.46522904172515,0.6529219530949634,0.7824960848090591,890.1199999999999,56.88061050618846,983.78,8.925478477358801e+19,High
30.19,Female,59.44,1.63,173.86,141.19,74.15,1.85,1922.52,21.4428376787461,2.72,4.0,2.99,22.37,3.0,-0.0,272.41,109.15,72.65,1823.0,Other,Dinner,Vegetarian,30.71,1906.72,229.88,498.38,Fried,29.03,35.96,3.71,Bicycle Crunches,4.97,15.94,Improves posture and back strength,353.06,"Upper Back, Rear Deltoids",Box or Platform,Intermediate,Shoulders,Anterior,Close-grip bench press,22.371937220068503,2180.09,0.4998142278529786,1.8363055181695829,0.6723498144619395,0.8120901875071896,-99.51999999999998,46.69437728375332,1306.322,9.286568149722867e+19,High
43.25,Female,55.98,1.79,175.07,165.92,62.0,1.98,2056.03,22.40926544387178,2.69,4.0,2.98,17.47,1.99,0.02,259.39,103.89,68.53,1408.0,Other,Snack,Balanced,12.5,1856.72,100.4,386.75,Grilled,11.38,84.92,2.89,Squats,4.0,21.12,Improves hip power and cardiovascular fitness,343.49,"Back, Core, Shoulders",Pull-up Bar,Advanced,Forearms,Middle,Skull crushers,17.471364813832277,2069.89,0.5012633521588103,1.8558413719185425,0.9190766781639692,0.9477351916376306,-648.0300000000002,43.435293204520576,1360.2204,7.419458627634281e+19,Medium
33.75,Female,67.81,1.68,168.97,127.81,56.76,0.68,600.03,25.78276867719315,3.41,1.98,1.03,24.03,2.02,3.99,426.72,171.51,114.67,1763.0,Other,Snack,Vegetarian,41.57,1724.66,19.51,137.38,Baked,50.99,110.19,3.67,Bear Crawls,4.0,15.03,Builds lower body power and endurance,363.75,"Upper Back, Rear Deltoids",Barbell,Intermediate,Back,Posterior,Chest flyes,24.025651927437647,3424.95,0.4983663995094819,2.529272968588704,0.6331877729257642,0.7564064626856839,1162.97,50.32670455999532,494.7000000000001,1.1848925602050553e+20,Very High
27.57,Female,108.22,1.79,182.95,120.48,67.96,1.33,1275.74,34.31876449307501,2.08,3.98,1.99,33.78,2.0,0.97,223.05,89.21,59.53,2901.0,Other,Dinner,Keto,19.41,599.12,77.69,169.56,Raw,21.07,104.79,3.32,Russian Twists,3.99,15.93,Builds back strength,374.66,Shoulders,Barbell,Beginner,Abs,Triceps,Incline dumbbell flyes,33.775475172435314,1784.81,0.4998851418358257,0.824339308815376,0.4567353682928951,0.6585405848592513,1625.26,71.08023306559423,996.5956,1.5084456644067154e+20,Very High
48.81,Female,43.72,1.65,189.17,132.88,73.97,1.16,1114.53,21.40817246282161,1.81,3.97,2.01,16.06,3.01,-0.02,263.85,106.3,71.04,1368.0,Other,Dinner,Vegan,9.45,1307.96,179.57,219.94,Steamed,38.84,19.23,1.78,Push Ups,4.0,19.06,Activates and strengthens glutes,359.46,"Back, Hamstrings, Glutes",Dumbbells or Barbell,Intermediate,Arms,Lateral,Incline cable crossovers,16.05876951331497,2119.96,0.4978395818789034,2.4313815187557184,0.5113715277777778,0.7024369614632342,253.47000000000003,34.36034699925439,833.9471999999998,1.0754452053886896e+20,High
35.0,Female,44.19,1.62,196.78,157.34,65.08,0.56,492.8,16.547059292727855,1.99,2.02,1.0,16.84,1.99,-0.01,172.96,68.81,45.42,1184.0,Other,Snack,Vegetarian,42.2,1363.48,84.73,470.97,Raw,47.07,18.5,4.33,Plyo Squats,3.98,19.93,Isolates triceps,336.35,"Glutes, Hamstrings",Low Bar or TRX,Intermediate,Forearms,Middle,Close-grip bench press,16.83813443072702,1375.86,0.5028418589100635,1.5571396243494005,0.700531511009871,0.7995731273503405,691.2,36.87785449854356,376.7120000000001,6.249732816851855e+19,Low
48.89,Female,114.9,1.91,161.08,124.95,60.99,1.38,1214.4,31.354493473600847,3.21,1.99,1.0,31.5,3.01,-0.02,222.32,89.0,59.62,2714.0,Other,Dinner,Balanced,1.84,1501.31,293.55,415.98,Raw,17.7,26.31,4.98,Calf Raises,4.99,20.14,Improves posture and strengthens upper back,371.05,"Biceps, Forearms",Bench or Sturdy Surface,Advanced,Chest,Triceps,Face pulls,31.495847153312685,1781.86,0.4990740013244587,0.774586597040905,0.6390248776101508,0.7757015147752669,1499.6,78.87368699883264,1024.098,1.393723620122306e+20,Very High
37.07,Female,70.63,1.64,161.89,119.96,73.03,1.11,1064.71,25.93703572895566,1.7,3.01,1.99,26.26,4.0,-0.0,247.45,99.54,66.1,1861.0,Other,Dinner,Vegan,20.03,1860.77,4.99,488.36,Boiled,10.05,97.65,3.51,Russian Twists,5.0,14.95,Strengthens lower body,367.42,"Legs, Shoulders, Core",Cable Machine or Resistance Band,Beginner,Legs,Triceps,Donkey kicks,26.26041046995836,1982.86,0.4991779550749926,1.4093161546085236,0.5281341435966689,0.7409969732534437,796.29,52.31067166463861,815.6724000000002,1.286161690978518e+20,Very High
41.15,Female,82.03,1.87,167.04,127.67,59.01,1.88,1955.2,23.164887846222747,3.49,4.98,3.0,23.46,3.01,-0.03,312.89,125.5,84.07,2264.0,Other,Dinner,Vegan,38.34,1196.2,152.97,413.56,Baked,60.73,48.69,1.22,Mountain Climbers,4.99,18.99,Builds unilateral leg strength and balance,343.34,"Rear Deltoids, Upper Back",Resistance Band or Cable Machine,Advanced,Forearms,Lateral,Seated cable rows,23.457919871886524,2510.19,0.4985917400674849,1.5299280750944777,0.6355641951309821,0.7643079501915709,308.79999999999995,63.02784249974348,1290.9583999999998,7.393035753128447e+19,Medium
35.82,Female,57.64,1.77,175.91,147.18,63.11,1.65,1716.0,18.76986689258008,2.71,3.96,3.0,18.4,2.99,-0.02,204.12,81.4,53.9,1608.0,Other,Dinner,Keto,39.25,1007.86,279.66,309.56,Steamed,55.33,34.65,3.8,Zottman Curls,4.01,20.97,Improves core stability and upper body strength,358.09,"Shoulders, Upper Back",Resistance Band,Advanced,Chest,Lats,Fat grip dumbbell curl,18.398289125091768,1627.1799999999998,0.5017760788603597,1.4122137404580153,0.7453014184397164,0.8366778466261157,-108.0,46.821048723116846,1181.697,1.0424161960271688e+20,High
36.94,Female,54.44,1.57,169.92,149.91,62.23,1.3,1145.04,26.115015356151225,2.39,3.01,1.01,22.09,3.02,-0.03,204.55,82.28,54.34,1435.0,Other,Snack,Vegan,0.29,320.53,132.3,218.29,Grilled,55.2,67.46,1.35,Dips,5.02,21.04,Strengthens triceps and chest,343.71,"Shoulders, Triceps",None or Dumbbells,Beginner,Forearms,Triceps,Incline dumbbell press,22.086088685139355,1636.38,0.5000061110500006,1.5113886847905953,0.8141888754759031,0.8822387005649718,289.96000000000004,40.22298564011127,893.646,7.458362145211197e+19,Medium
37.9,Female,88.39,1.79,181.99,137.64,67.98,1.73,1800.58,29.35860782528193,3.49,5.01,3.01,27.59,3.01,3.97,430.11,172.67,114.48,2518.0,Other,Breakfast,Balanced,42.88,851.79,17.17,308.22,Steamed,28.89,42.54,1.13,Dead Bugs,3.99,21.95,Improves core stability and balance,372.46,"Upper Chest, Triceps",Bench or Step,Advanced,Forearms,Grip Strength,Decline dumbbell flyes,27.586529758746607,3441.44,0.4999186387093775,1.953501527322095,0.6109990351723531,0.7563052914995329,717.4200000000001,62.439926543233305,1288.7116,1.4375859686556031e+20,Very High
54.14,Female,78.98,1.66,194.75,130.72,54.66,1.42,1365.47,30.76862891357442,2.59,3.01,2.02,28.66,2.0,0.01,237.99,95.88,63.89,1956.0,Other,Breakfast,Vegetarian,45.28,1816.25,214.13,98.83,Fried,44.77,40.23,1.5,Rows,4.01,21.06,Isolates and strengthens triceps,334.73,"Obliques, Core",Dumbbells,Advanced,Chest,Grip Strength,Lateral raises,28.661634489766296,1910.49,0.4982805458285571,1.2139782223347682,0.5429366835605682,0.671219512195122,590.53,54.67893688405893,950.6332,6.008087021011169e+19,Low
51.88,Female,85.03,1.74,182.38,145.53,55.97,1.84,1910.66,31.04090865388252,3.51,4.03,2.98,28.08,2.98,-0.01,253.96,101.35,68.24,2366.0,Other,Breakfast,Low-Carb,5.47,836.77,289.22,377.32,Grilled,36.29,52.73,2.14,Plank,4.99,24.02,Improves core stability and balance,338.0,"Triceps, Chest",Dumbbells,Intermediate,Back,Quads,Preacher curls,28.084951776985072,2035.4,0.4990861747076741,1.1919322592026342,0.7084882525116685,0.7979493365500604,455.3399999999999,58.6359153716037,1243.84,6.504583497298094e+19,Medium
32.88,Female,56.45,1.55,165.22,154.85,63.03,1.06,935.34,24.7462315951024,1.5,3.03,1.03,23.5,3.01,0.02,304.59,122.23,81.18,1489.0,Other,Lunch,Balanced,3.24,358.72,150.83,197.09,Fried,57.83,89.19,1.28,Dips,4.99,17.91,Isolates and strengthens triceps,329.35,"Core, Shoulders, Legs",Dumbbells,Intermediate,Arms,Lower,Triceps pushdowns,23.496357960457853,2437.9,0.4997579884326674,2.165279007971656,0.8985223603092278,0.9372352015494492,553.66,42.4807522645647,698.2220000000001,5.263379518651715e+19,Low
45.91,Female,45.13,1.77,184.95,162.26,57.94,1.48,1419.62,19.71967420776327,3.58,3.01,1.99,14.41,2.99,0.02,238.8,95.97,63.83,1246.0,Other,Breakfast,Vegetarian,21.63,2461.45,239.05,484.45,Baked,27.81,27.93,4.02,Deadlift,4.02,23.92,Builds shoulder width,341.8,"Glutes, Hamstrings",Bench or Chair,Advanced,Legs,Grip Strength,Incline dumbbell flyes,14.40518369561748,1913.55,0.4991769224739359,2.1265233769111456,0.8213526493976853,0.8773181941065152,-173.6199999999999,36.23051103003644,1011.728,7.126501328122482e+19,Medium
40.86,Female,82.84,1.79,185.1,139.2,61.07,1.69,1754.9,29.36370267532472,3.5,4.01,2.98,25.85,3.02,0.01,231.86,93.73,62.44,2378.0,Other,Snack,Keto,9.23,2095.36,64.74,190.18,Boiled,44.77,30.67,2.28,Shoulder Press,5.0,14.95,Targets lower chest,347.68,"Back, Core, Shoulders",Bench or Step,Intermediate,Forearms,Lower Chest,Decline dumbbell press,25.854374083205894,1864.32,0.4974682457947133,1.1314582327378078,0.6299282431669757,0.7520259319286872,623.0999999999999,58.515108703761015,1175.1584,8.191849650295025e+19,Medium
34.87,Female,102.7,1.94,182.8,158.04,63.85,0.84,736.51,27.04324490796687,2.4,1.99,1.0,27.29,3.0,0.01,242.7,96.59,64.52,2721.0,Other,Lunch,Vegan,11.64,126.02,279.27,156.24,Raw,56.68,19.6,3.95,Lunges,4.0,23.97,Full body workout,349.44,"Legs, Core",Dumbbells,Intermediate,Arms,Quads,Decline cable crossovers,27.28770326283346,1937.84,0.5009701523345581,0.940506329113924,0.7918453131567884,0.8645514223194748,1984.49,74.92658747951803,587.0591999999999,8.536781921594262e+19,High
38.22,Female,90.7,1.77,177.53,140.03,74.03,0.8,706.56,30.43855098565463,3.41,2.0,1.04,28.95,3.02,1.01,225.59,89.32,60.33,2370.0,Other,Snack,Paleo,39.85,1818.12,219.91,338.55,Raw,53.91,61.05,4.41,Bicep Curls,3.98,14.97,Improves balance and leg strength,356.03,"Shoulders, Upper Back",Kettlebell,Beginner,Arms,Lateral,Decline cable crossovers,28.95081234638833,1802.61,0.5005852624805144,0.984785005512679,0.6376811594202898,0.7887680955331493,1663.44,63.09223425601126,569.648,9.944281362419512e+19,High
30.85,Female,63.27,1.64,183.95,125.25,50.9,1.53,1589.98,26.733463714029952,2.68,4.02,2.99,23.52,4.0,-0.02,264.71,105.98,70.35,1828.0,Other,Lunch,Keto,15.83,2416.12,235.1,472.06,Fried,25.13,25.47,1.59,Thrusters,4.0,24.92,Full body workout,365.78,"Biceps, Forearms",Wall,Beginner,Back,Upper,Standing calf raises,23.52394408090423,2115.91,0.5004182597558497,1.6750434645171488,0.5588124765125893,0.6808915466159283,238.02,46.355737508133245,1119.2868,1.240005919971066e+20,Very High
56.78,Female,52.25,1.57,168.98,150.98,67.12,1.05,1008.0,22.671233878749995,2.6,3.01,2.0,21.2,2.0,-0.01,226.74,90.07,59.86,1366.0,Other,Dinner,Low-Carb,38.37,1636.9,126.24,435.55,Fried,42.63,7.51,1.9,Pistol Squats,4.98,22.08,Activates and strengthens glutes,350.73,"Shoulders, Upper Back",Cable Machine or Resistance Band,Advanced,Abs,Lats,Donkey kicks,21.197614507687938,1805.98,0.502198252472342,1.7238277511961722,0.8232868643235813,0.8934785181678305,358.0,40.40428029835313,736.533,8.79763593058472e+19,High
35.12,Female,64.42,1.59,198.99,145.03,65.96,1.63,1695.2,29.36998857707547,2.7,4.98,3.0,25.48,3.02,0.02,280.09,112.03,74.22,1621.0,Other,Lunch,Keto,12.17,1510.16,158.78,396.55,Baked,30.61,27.18,3.87,Mountain Climbers,4.99,16.07,Improves flexibility,333.9,"Lower Chest, Triceps",Resistance Band or Cable Machine,Intermediate,Shoulders,Lats,Decline cable crossovers,25.48158696254104,2236.46,0.500952397986103,1.7390561937286555,0.5943772081485379,0.7288305945022363,-74.20000000000005,45.49985335864798,1088.514,5.887489312167408e+19,Low
40.86,Female,66.67,1.77,161.15,148.82,50.09,1.22,1172.18,21.940687992546582,2.62,3.0,2.01,21.28,4.01,1.0,278.34,110.4,74.51,1924.0,Other,Breakfast,Low-Carb,26.76,1869.32,247.83,385.0,Fried,33.25,17.92,1.3,Push Ups,4.0,17.85,Targets lower chest,364.89,Shoulders,Wall,Advanced,Chest,Triceps,Bent-over rows,21.28060263653484,2225.55,0.5002628563725819,1.6559172041397932,0.8889789303079415,0.9234874340676388,751.8199999999999,52.0421433153692,890.3316,1.2155719353093226e+20,Very High
55.86,Female,89.1,1.68,176.11,151.99,64.9,1.78,1849.78,34.70962095663216,3.5,5.0,2.99,31.57,3.02,0.0,195.01,78.13,52.44,2444.0,Other,Breakfast,Vegan,12.11,2202.63,202.7,442.45,Baked,15.0,52.35,5.01,Kettlebell Swings,4.01,23.07,Strengthens shoulders,337.72,"Core, Obliques",Resistance Band or Cable Machine,Advanced,Shoulders,Wrist Extensors,Dumbbell rows,31.56887755102041,1564.52,0.4985810344386777,0.8768799102132435,0.7831130294038305,0.8630401453636931,594.22,58.173727727640745,1202.2832,6.460704028675959e+19,Medium
36.11,Female,59.03,1.75,178.05,127.49,57.73,0.99,871.2,19.038959139038354,2.31,3.0,1.0,19.28,2.01,-0.03,261.01,104.29,69.65,1683.0,Other,Snack,Balanced,43.98,942.85,194.42,252.24,Baked,41.11,20.05,3.81,Pull-ups,3.99,15.28,Improves coordination and cardiovascular health,337.49,"Quadriceps, Hamstrings, Glutes",Wall,Beginner,Arms,Wrist Flexors,Bird dog,19.27510204081633,2088.05,0.5000071837360216,1.7667287819752668,0.5797872340425531,0.7160348216793035,811.8,47.791302420225655,668.2302,6.424854806307677e+19,Low
37.31,Female,123.77,1.76,168.19,158.26,49.67,1.5,1318.8,35.0,2.81,2.02,1.0,39.96,2.98,0.0,220.54,88.13,58.91,3167.0,Other,Snack,Paleo,3.37,364.98,107.53,368.62,Fried,33.68,118.83,4.58,Squats,3.0,10.07,Targets lower chest,281.3,"Lower Abs, Hip Flexors",Wall,Beginner,Abs,Lats,Romanian deadlifts,39.95674070247934,1764.87,0.499844181157819,0.7120465379332633,0.9162166722915964,0.940959628991022,1848.2,80.4505,843.9000000000001,1.4523534352143464e+19,Low
36.23,Female,69.74,1.65,164.9,125.99,64.88,1.23,1082.4,24.56176086080385,2.69,3.02,1.0,25.62,1.99,-0.02,255.7,103.11,68.45,1890.0,Other,Breakfast,Low-Carb,10.26,101.32,34.57,443.34,Baked,51.04,37.66,1.57,Bear Crawls,4.0,15.05,Full body workout,341.2,"Obliques, Core",Box or Platform,Intermediate,Forearms,Upper,Skull crushers,25.616161616161616,2051.29,0.498613067874362,1.4784915400057357,0.6109778044391121,0.764038811400849,807.5999999999999,52.61062797567539,839.352,7.024963505752211e+19,Medium
28.16,Female,65.64,1.9,174.96,158.1,56.06,1.18,1038.4,20.472449124044207,3.0,2.99,1.0,18.18,4.02,0.03,232.33,92.47,61.82,1765.0,Other,Snack,Vegetarian,25.74,809.11,261.96,237.55,Grilled,27.7,48.18,3.39,Bird Dogs,3.99,14.96,Improves balance and coordination,365.66,"Lower Abs, Hip Flexors",Resistance Band,Advanced,Chest,Anterior,Plank,18.182825484764543,1855.58,0.5008245400359995,1.4087446678854356,0.8582001682085786,0.9036351165980796,726.5999999999999,52.20188439497738,862.9576000000001,1.2366865047156444e+20,Very High
24.92,Female,63.78,1.68,197.85,164.82,66.93,0.95,836.0,23.80716981388191,1.89,1.98,1.0,22.6,3.0,2.0,307.89,121.51,81.15,1699.0,Other,Dinner,Paleo,41.92,190.02,286.73,172.72,Steamed,50.01,61.66,1.37,Bench Press,4.01,17.95,Strengthens back and legs,333.32,"Shoulders, Upper Back",Pull-up Bar,Beginner,Back,Lower,Military press,22.59778911564626,2447.95,0.5030985109989992,1.905142677955472,0.7477085242896425,0.8330553449583017,863.0,48.59578709270612,633.308,5.804482684104805e+19,Low
22.88,Female,86.93,1.91,164.01,129.36,57.75,1.86,1935.89,27.219392046589185,3.52,4.98,3.01,23.83,2.01,-0.02,203.65,81.41,54.43,2288.0,Other,Breakfast,Vegan,43.27,695.76,133.82,329.75,Steamed,50.17,16.66,1.18,Inverted Rows,3.99,23.94,Builds calf muscles,347.05,"Chest, Triceps",Bench or Chair,Intermediate,Chest,Lateral,Bicep Curls,23.82884241111812,1630.11,0.4997208777321775,0.9365006326929712,0.6739130434782611,0.7887323943661974,352.1099999999999,63.26818249390003,1291.026,8.071388130610458e+19,Medium
32.02,Female,65.03,1.62,186.25,127.41,63.12,0.58,510.4,26.178927247319727,3.4,2.0,1.0,24.78,1.99,2.05,245.99,97.92,65.4,1953.0,Other,Breakfast,Keto,41.35,1937.79,41.2,221.71,Raw,41.8,87.13,2.79,Scissors Kicks,3.99,22.97,Improves balance and leg strength,344.7,Full Core,Pull-up Bar,Intermediate,Abs,Wrist Extensors,Fat grip dumbbell curl,24.77899710409998,1964.24,0.5009367490734329,1.505766569275719,0.5221310809713311,0.6840805369127516,1442.6,48.00584361106798,399.852,7.635653001959511e+19,Medium
59.02,Female,96.68,1.71,182.9,150.12,62.12,0.56,491.9,33.157544779931015,2.89,2.99,1.0,33.06,2.02,1.01,274.5,110.38,73.97,2760.0,Other,Breakfast,Vegan,45.34,1701.12,58.17,466.1,Raw,8.0,44.92,2.59,Incline Push-ups,5.0,16.03,Improves lower back strength,367.19,"Core, Obliques",Wall,Advanced,Back,Upper,Bird dog,33.063164734448215,2205.25,0.49790273211654,1.141704592470004,0.7285974499089253,0.8207763805358119,2268.1,64.6232857067627,411.2528,1.2795990512991982e+20,Very High
31.93,Female,97.37,1.96,189.07,136.97,50.29,1.35,1297.08,24.82062685423629,3.41,3.02,2.01,25.35,2.99,1.0,276.36,110.29,73.07,2578.0,Other,Breakfast,Vegetarian,12.02,176.44,213.1,399.45,Raw,7.1,6.27,4.37,Kettlebell Swings,5.01,19.04,Strengthens shoulders,372.09,Full Body,Bench or Chair,Beginner,Shoulders,Lateral,Barbell squats,25.346209912536448,2204.23,0.501508463272889,1.1326897401663758,0.6245856751693328,0.724440683344793,1280.92,73.20215563203013,1004.643,1.4259603040240465e+20,Very High
58.22,Female,74.74,1.69,174.75,162.2,53.0,1.27,1219.2,25.380003069512497,2.29,3.99,2.0,26.17,1.99,-0.0,185.73,75.65,50.3,2001.0,Other,Breakfast,Vegan,15.28,1794.31,142.78,445.56,Fried,31.49,62.06,1.61,Shoulder Press,4.0,15.98,Builds explosive power,333.45,"Core, Shoulders, Legs",Bench or Sturdy Surface,Beginner,Legs,Lower Chest,Hammer curl,26.16855152130528,1498.22,0.4958684305375712,1.0121755418785123,0.8969199178644763,0.9281831187410586,781.8,55.77098570584636,846.963,5.822997736101157e+19,Low
50.45,Female,57.38,1.77,177.02,122.53,72.05,1.09,1043.78,22.460896359662925,2.12,4.03,1.97,18.32,2.0,0.98,333.97,133.75,88.76,1607.0,Other,Snack,Vegetarian,38.56,889.21,273.09,244.06,Fried,58.07,112.16,1.99,Resistance Band Pull-Aparts,5.01,20.07,Targets biceps and forearms,345.36,"Obliques, Core",Low Bar or TRX,Intermediate,Arms,Wrist Flexors,Leg raises,18.31529892431932,2669.7200000000003,0.5003820625383936,2.3309515510630883,0.4808993045632085,0.6921816743870749,563.22,44.491937668825415,752.8848,7.755892408307242e+19,Medium
